split,image_path,status,width,height
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_160331_jpg.rf.KQCcxuGQqMB1iLFFOW68.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_160410_jpg.rf.90Sdm5t6Ot2prnpm5yFL.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_160449_jpg.rf.F0SElMvNeLN3kpKx0mPI.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_160608_jpg.rf.HQX6zhBNfhkbrNq7VXSY.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_160648_jpg.rf.MGLpzsh3wSfhSujyA4JK.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_160727_jpg.rf.YgwQpdtISb5bbuctYZQR.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_160806_jpg.rf.aPNZltW36H6tj2m2KyTV.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_160845_jpg.rf.NymcEwIvxNKqUIUzOLMY.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_160926_jpg.rf.cnToyRYWvBUnMf9G8j7n.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_161005_jpg.rf.pnM8lmgHImOQbMalRAuN.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_161044_jpg.rf.9Vto2GJ0YLf6kqkK5eB3.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_161106_jpg.rf.snQHkRLHZ0VtRMzy5BR1.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_161146_jpg.rf.KjeGbpTUaJXCnVC0GavE.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_161225_jpg.rf.pfKZhKbmnuBqwpVdHnWF.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_161304_jpg.rf.Kd9V9yduc3zdByZkgVGN.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_161343_jpg.rf.otbTJnxgq2BHZcZ8iH5Q.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_161422_jpg.rf.5g5H9QAUHhjqiGNhgOHj.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_161501_jpg.rf.jhXS3vX26XdDdJEg2tXW.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_161539_jpg.rf.rr5WBZrGizjVfL3rKHaS.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_161619_jpg.rf.RUTkLHc5nSEEuvJ2WlCd.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_161658_jpg.rf.EEAlORXqZhqfIt2GHSca.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_161737_jpg.rf.zgnAE1CWbhyLiaVXnyOO.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_161855_jpg.rf.DLClvRkcIXAYBfRuTNCa.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_161935_jpg.rf.rmVqpheOLbOpeLuSZKjE.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_162014_jpg.rf.AlZOpIckiGH9kmIlB8hE.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_162054_jpg.rf.NFkARLpWXaxUxAZ05y2a.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_162133_jpg.rf.TyvwkrqB3CAGIg8sSy1H.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_162213_jpg.rf.UHvbBgbYyxNhhjQZlwTr.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_162252_jpg.rf.gWLl68zKsOOBKHOEDL13.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_162313_jpg.rf.R1PpPBqhmK1rhlTB3ksg.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_162352_jpg.rf.ZwpQf1wABuczAhTVGX2a.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_162413_jpg.rf.64CCBpYPuRJPgTlkhFsf.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_162452_jpg.rf.hKHpJc6mvvD63z4YrEMg.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_162531_jpg.rf.6gXWgbQXVoYeBoxlAA9u.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_162611_jpg.rf.I8miMUevckv9rsNky4VJ.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_162650_jpg.rf.Qlc0dlWhWrCYUn2nGO5s.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_162729_jpg.rf.wuYNfJlMFjqsZr8j1fRf.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_162808_jpg.rf.v43qW8I7D2UM4bL8jHuh.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_162847_jpg.rf.hHcFMf7addL5kWt0qf6t.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_162926_jpg.rf.QsSsErkePW8WOr1zXhS0.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163006_jpg.rf.WtmXqViYYPbpppKYLR0Z.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163045_jpg.rf.J0usyPgSCyc50LvoKppB.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163105_jpg.rf.Ivr6DuLVt8SrEN3msuMA.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163144_jpg.rf.PEls1LBCGXBPe77q4MTT.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163223_jpg.rf.7QgrS9r8FLL7dQYazbVk.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163304_jpg.rf.p8JyhIOQbKghfWiYFYSt.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163343_jpg.rf.GpY69LLlyDQ1vu3cI8tJ.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163422_jpg.rf.vaYsCZboQN5ucoyfPRmL.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163501_jpg.rf.WHxpH60UGtyad6epgpzO.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163540_jpg.rf.HBfWbSNZC8N50r7bZdPm.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163619_jpg.rf.fkaCxxcfM3fmtGi00i0o.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163658_jpg.rf.RIlvJRUE03FprXhhRLlE.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163719_jpg.rf.eT1MWTke9rVkRuqD83kM.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163758_jpg.rf.UIn1OSiTbcq7e0RUIq6n.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163837_jpg.rf.JVOcqkj0wjYjZ9m5Dyw8.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163916_jpg.rf.wih8xnbn4yMpE4jZsKTQ.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_163955_jpg.rf.uVsTFhIQf5p3x7zmKyA6.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_164034_jpg.rf.RRPJhmyLUvFbOQxaeTak.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_164113_jpg.rf.ASiz6IgMlbN1M2nYb0Nj.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_164134_jpg.rf.Duz3xksyJfIrV6jyr0Vl.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_164213_jpg.rf.r1CfciGpU7CxRj5h0qzP.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_164252_jpg.rf.2X3ylJPhiGhLhwpJzIhp.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_164331_jpg.rf.awPCWtf44udObJ27zVJD.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_164410_jpg.rf.irvynRVrmMcKFeoGc50W.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_164449_jpg.rf.01g9YTcgxuqgJSbGU5L6.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_164528_jpg.rf.YsQG50CiRKmvt6lOJURi.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_164607_jpg.rf.5AUUzVwLHd3fVJ9nNxd7.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_164646_jpg.rf.DKL95hKMyRvAB7HELB7U.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_164725_jpg.rf.PcYS70f9BHLjUwnDOnDb.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_164804_jpg.rf.amjD9lXdFEodh9jX0e0j.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_164843_jpg.rf.fzbK9eJiswsjdBvWLEqi.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_165040_jpg.rf.LQCwXP0U25TRT9rQ1lS5.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_165119_jpg.rf.Kr6SHtQUP6gPIPHIh5da.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_165158_jpg.rf.xYnODJqZC41B8dvQ1aVe.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_165237_jpg.rf.ZUdnuezSW5mhUhcEuHTM.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_165316_jpg.rf.y1VMgd5YGfhE6ZOSS0Ze.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_165355_jpg.rf.YfaPL7Kqo9VNoYauu247.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_165434_jpg.rf.kNFFtZ3b5qYDDAEBPGVy.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_165513_jpg.rf.phURJIfhpVI1ODsTkJl5.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_165710_jpg.rf.OmilSbTzAkg7nItCShMp.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_165749_jpg.rf.GSiAfLtlOogkzqWoq6BP.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_165947_jpg.rf.hmFYLjCT3MRRbvrtJ8xd.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_170026_jpg.rf.RhTixPqYYEu3lXMTmRdm.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_170145_jpg.rf.adsRIm7oRFvvtXlJcYXM.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_170224_jpg.rf.wIMw6IwBvrVL9FwXQPMy.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_170303_jpg.rf.KmY5yYg86TvRmHt6tbSP.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_170342_jpg.rf.8z7fgzkcJdHsz30sz0iQ.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_170421_jpg.rf.d0dRU2XChQFcXRLhXZdO.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_170500_jpg.rf.7YWgdMCa486fVtXLoIfM.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_170539_jpg.rf.aT0h0AeshNriG5yL4z7X.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_170618_jpg.rf.hhT2ZN0Hh3LaM7s53EC3.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_170657_jpg.rf.1EpMUSWcnCbBzaPGcAjo.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_170737_jpg.rf.GHVz3ffYyn4gRjqehS39.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_170816_jpg.rf.xrvg6d8vP9mmyLgWDOOl.jpg,ok,640,480
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\images\BubatBrt_20260512_170855_jpg.rf.zbD9TPdFJVymuM8RSxzr.jpg,ok,640,480
