split,label_path,line_no,error,raw
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBarat_20260315_074418_jpg.rf.7b0c504ffa08fbca233eb14afe66c6f4.txt,11,format_bukan_5_kolom,3 0.803409090909091 0.9147727272727273 0.8079545454545455 0.9147727272727273 0.8113636363636364 0.9181818181818182 0.8113636363636364 0.9227272727272727 0.8079545454545455 0.928409090909091 0.8079545454545455 0.9386363636363636 0.8113636363636364 0.9420454545454545 0.8113636363636364 0.9511363636363637 0.8045454545454546 0.9613636363636363 0.8045454545454546 0.9795454545454545 0.8068181818181818 0.9840909090909091 0.8079545454545455 0.9988636363636364 0.7340909090909091 0.9988636363636364 0.7329545454545454 0.9954545454545455 0.7386363636363636 0.9772727272727273 0.7352272727272727 0.9738636363636364 0.725 0.9772727272727273 0.7238636363636364 0.9738636363636364 0.725 0.9625 0.7272727272727273 0.9602272727272727 0.7295454545454545 0.9625 0.7363636363636363 0.9625 0.740909090909091 0.9579545454545455 0.7420454545454546 0.95 0.7431818181818182 0.9522727272727273 0.7579545454545454 0.9522727272727273 0.759090909090909 0.95 0.7659090909090909 0.95 0.7715909090909091 0.9534090909090909 0.7863636363636364 0.9522727272727273 0.7909090909090909 0.946590909090909 0.7909090909090909 0.9420454545454545 0.7977272727272727 0.928409090909091 0.8 0.9272727272727272 0.8 0.9215909090909091 0.803409090909091 0.9159090909090909
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBarat_20260315_074418_jpg.rf.7b0c504ffa08fbca233eb14afe66c6f4.txt,12,format_bukan_5_kolom,3 0.9977272727272727 0.5738636363636364 0.9988636363636364 0.5875 0.9954545454545455 0.5875 0.9943181818181818 0.5909090909090909 0.9988636363636364 0.5909090909090909 0.9988636363636364 0.7204545454545455 0.9954545454545455 0.7227272727272728 0.9875 0.7204545454545455 0.9829545454545454 0.7045454545454546 0.9784090909090909 0.696590909090909 0.9738636363636364 0.6761363636363636 0.9818181818181818 0.6556818181818181 0.9852272727272727 0.6545454545454545 0.9852272727272727 0.6329545454545454 0.990909090909091 0.6170454545454546 0.990909090909091 0.6011363636363637 0.9875 0.5965909090909091 0.9795454545454545 0.6022727272727273 0.9795454545454545 0.6125 0.9772727272727273 0.6204545454545455 0.9738636363636364 0.6227272727272727 0.9738636363636364 0.65 0.9795454545454545 0.6545454545454545 0.9738636363636364 0.6545454545454545 0.9704545454545455 0.6579545454545455 0.9590909090909091 0.6318181818181818 0.9602272727272727 0.6147727272727272 0.9681818181818181 0.6125 0.9681818181818181 0.553409090909091 0.9704545454545455 0.5409090909090909 0.9738636363636364 0.5386363636363637 0.975 0.5659090909090909 0.9795454545454545 0.5920454545454545 0.9818181818181818 0.5931818181818181 0.9863636363636363 0.5909090909090909 0.9897727272727272 0.5875 0.9897727272727272 0.5806818181818182 0.9977272727272727 0.575
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBarat_20260315_074418_jpg.rf.7b0c504ffa08fbca233eb14afe66c6f4.txt,13,format_bukan_5_kolom,3 0.7068181818181818 0.2215909090909091 0.7090909090909091 0.23863636363636365 0.7147727272727272 0.2409090909090909 0.7193181818181819 0.24772727272727274 0.7193181818181819 0.2590909090909091 0.7159090909090909 0.26136363636363635 0.7147727272727272 0.27045454545454545 0.7125 0.2727272727272727 0.7113636363636363 0.2909090909090909 0.7045454545454546 0.3079545454545455 0.7034090909090909 0.325 0.7011363636363637 0.325 0.696590909090909 0.3170454545454545 0.6931818181818182 0.3170454545454545 0.6931818181818182 0.31022727272727274 0.6909090909090909 0.3068181818181818 0.6909090909090909 0.30227272727272725 0.6943181818181818 0.29659090909090907 0.6954545454545454 0.26477272727272727 0.6977272727272728 0.2556818181818182 0.6909090909090909 0.2534090909090909 0.6897727272727273 0.2431818181818182 0.6920454545454545 0.2375 0.6954545454545454 0.23522727272727273 0.6977272727272728 0.2215909090909091 0.7056818181818182 0.2215909090909091
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBarat_20260315_074418_jpg.rf.7b0c504ffa08fbca233eb14afe66c6f4.txt,14,format_bukan_5_kolom,3 0.6613636363636364 0.2409090909090909 0.6772727272727272 0.24204545454545454 0.6818181818181818 0.24886363636363637 0.6829545454545455 0.2590909090909091 0.6863636363636364 0.2625 0.6875 0.2681818181818182 0.6818181818181818 0.2863636363636364 0.6818181818181818 0.2943181818181818 0.6863636363636364 0.2988636363636364 0.6920454545454545 0.32045454545454544 0.6988636363636364 0.3306818181818182 0.7034090909090909 0.3488636363636364 0.7022727272727273 0.3568181818181818 0.6943181818181818 0.35795454545454547 0.696590909090909 0.36477272727272725 0.6943181818181818 0.3704545454545455 0.6886363636363636 0.37272727272727274 0.6875 0.36477272727272725 0.6909090909090909 0.3613636363636364 0.6909090909090909 0.35568181818181815 0.678409090909091 0.35113636363636364 0.675 0.3306818181818182 0.6670454545454545 0.3215909090909091 0.6681818181818182 0.3159090909090909 0.6625 0.3159090909090909 0.6579545454545455 0.325 0.6568181818181819 0.32272727272727275 0.6568181818181819 0.3170454545454545 0.6625 0.3090909090909091 0.6613636363636364 0.30113636363636365 0.6647727272727273 0.29772727272727273 0.6647727272727273 0.2897727272727273 0.6704545454545454 0.2852272727272727 0.675 0.2863636363636364 0.678409090909091 0.28295454545454546 0.675 0.275 0.6715909090909091 0.2818181818181818 0.6647727272727273 0.2772727272727273 0.6647727272727273 0.26704545454545453 0.6681818181818182 0.2545454545454545 0.6659090909090909 0.24772727272727274 0.6613636363636364 0.24659090909090908 0.6613636363636364 0.24204545454545454
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBarat_20260315_074418_jpg.rf.7b0c504ffa08fbca233eb14afe66c6f4.txt,15,format_bukan_5_kolom,3 0.634090909090909 0.42727272727272725 0.6409090909090909 0.4375 0.6534090909090909 0.4375 0.6556818181818181 0.4420454545454545 0.6545454545454545 0.44886363636363635 0.6590909090909091 0.45454545454545453 0.6602272727272728 0.4602272727272727 0.6590909090909091 0.46704545454545454 0.6488636363636363 0.4863636363636364 0.6522727272727272 0.5352272727272728 0.6488636363636363 0.5409090909090909 0.6431818181818182 0.5431818181818182 0.6375 0.5647727272727273 0.6306818181818182 0.5625 0.6295454545454545 0.5602272727272727 0.6329545454545454 0.5579545454545455 0.6227272727272727 0.5465909090909091 0.6215909090909091 0.49318181818181817 0.625 0.4727272727272727 0.6227272727272727 0.4693181818181818 0.6227272727272727 0.4590909090909091 0.6193181818181818 0.44772727272727275 0.6204545454545455 0.4329545454545455 0.6227272727272727 0.4284090909090909 0.6329545454545454 0.42727272727272725
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBarat_20260315_074418_jpg.rf.7b0c504ffa08fbca233eb14afe66c6f4.txt,16,format_bukan_5_kolom,3 0.675 0 0.675 0.02159090909090909 0.6727272727272727 0.029545454545454545 0.6818181818181818 0.03636363636363636 0.6829545454545455 0.04772727272727273 0.6818181818181818 0.05113636363636364 0.6806818181818182 0.045454545454545456 0.6772727272727272 0.04431818181818182 0.675 0.038636363636363635 0.6681818181818182 0.05 0.6693181818181818 0.056818181818181816 0.6727272727272727 0.060227272727272727 0.6715909090909091 0.06704545454545455 0.675 0.07045454545454545 0.6738636363636363 0.075 0.6693181818181818 0.07613636363636364 0.6613636363636364 0.06931818181818182 0.6556818181818181 0.060227272727272727 0.6522727272727272 0.04318181818181818 0.6465909090909091 0.038636363636363635 0.6409090909090909 0.03977272727272727 0.6386363636363637 0.029545454545454545 0.6397727272727273 0.01818181818181818 0.6454545454545455 0.005681818181818182 0.6625 0.0022727272727272726 0.6670454545454545 0.004545454545454545 0.6670454545454545 0.00909090909090909 0.6727272727272727 0.014772727272727272 0.675 0.010227272727272727 0.675 0.0011363636363636363
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBarat_20260315_074418_jpg.rf.7b0c504ffa08fbca233eb14afe66c6f4.txt,17,format_bukan_5_kolom,3 0.7295454545454545 0.32840909090909093 0.7329545454545454 0.3306818181818182 0.7397727272727272 0.3306818181818182 0.7443181818181818 0.3340909090909091 0.7488636363636364 0.3443181818181818 0.7522727272727273 0.3465909090909091 0.7477272727272727 0.38295454545454544 0.7488636363636364 0.43977272727272726 0.7465909090909091 0.4420454545454545 0.7465909090909091 0.45340909090909093 0.7488636363636364 0.4590909090909091 0.7420454545454546 0.4818181818181818 0.7352272727272727 0.4818181818181818 0.7329545454545454 0.4784090909090909 0.7295454545454545 0.46136363636363636 0.7238636363636364 0.45681818181818185 0.7181818181818181 0.44545454545454544 0.7159090909090909 0.42954545454545456 0.7159090909090909 0.39886363636363636 0.7125 0.39204545454545453 0.7102272727272727 0.3784090909090909 0.7125 0.3613636363636364 0.7170454545454545 0.3477272727272727 0.7170454545454545 0.32954545454545453 0.7284090909090909 0.32840909090909093
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBarat_20260315_074418_jpg.rf.7b0c504ffa08fbca233eb14afe66c6f4.txt,18,format_bukan_5_kolom,3 0.4113636363636364 0.12840909090909092 0.42045454545454547 0.1431818181818182 0.4329545454545455 0.1431818181818182 0.43977272727272726 0.13522727272727272 0.4409090909090909 0.13863636363636364 0.43863636363636366 0.14659090909090908 0.43977272727272726 0.1693181818181818 0.4420454545454545 0.17272727272727273 0.4465909090909091 0.19772727272727272 0.4431818181818182 0.20795454545454545 0.4420454545454545 0.2409090909090909 0.43977272727272726 0.24886363636363637 0.43522727272727274 0.24886363636363637 0.4284090909090909 0.23295454545454544 0.425 0.18522727272727274 0.42045454545454547 0.17613636363636365 0.41818181818181815 0.15454545454545454 0.4102272727272727 0.1375 0.4102272727272727 0.12954545454545455
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBarat_20260315_074418_jpg.rf.7b0c504ffa08fbca233eb14afe66c6f4.txt,19,format_bukan_5_kolom,3 0.3613636363636364 0.09772727272727273 0.36363636363636365 0.1159090909090909 0.3477272727272727 0.11704545454545455 0.3397727272727273 0.1215909090909091 0.3352272727272727 0.1215909090909091 0.33295454545454545 0.11931818181818182 0.33295454545454545 0.1125 0.3352272727272727 0.10909090909090909 0.35 0.10568181818181818 0.36022727272727273 0.09772727272727273
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBarat_20260315_074418_jpg.rf.7b0c504ffa08fbca233eb14afe66c6f4.txt,20,format_bukan_5_kolom,3 0.5977272727272728 0.11818181818181818 0.6068181818181818 0.11818181818181818 0.6090909090909091 0.1215909090909091 0.6090909090909091 0.16590909090909092 0.6022727272727273 0.17954545454545454 0.5977272727272728 0.19886363636363635 0.5977272727272728 0.2034090909090909 0.6034090909090909 0.20795454545454545 0.5954545454545455 0.21363636363636362 0.5875 0.2034090909090909 0.5875 0.19886363636363635 0.5897727272727272 0.19772727272727272 0.5897727272727272 0.17045454545454544 0.5875 0.16704545454545455 0.5897727272727272 0.1534090909090909 0.5852272727272727 0.14545454545454545 0.5875 0.1409090909090909 0.5875 0.13068181818181818 0.5977272727272728 0.11931818181818182
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBarat_20260315_074418_jpg.rf.7b0c504ffa08fbca233eb14afe66c6f4.txt,21,format_bukan_5_kolom,3 0.8806818181818182 0.8534090909090909 0.8875 0.8477272727272728 0.8954545454545455 0.8477272727272728 0.8920454545454546 0.8636363636363636 0.9045454545454545 0.8670454545454546 0.9090909090909091 0.8772727272727273 0.9113636363636364 0.8943181818181818 0.9136363636363637 0.8965909090909091 0.9125 0.9022727272727272 0.9045454545454545 0.9147727272727273 0.9045454545454545 0.9193181818181818 0.9068181818181819 0.9215909090909091 0.9045454545454545 0.928409090909091 0.9068181818181819 0.9488636363636364 0.9045454545454545 0.9693181818181819 0.9090909090909091 0.9863636363636363 0.9090909090909091 0.9954545454545455 0.9068181818181819 0.9988636363636364 0.8534090909090909 0.9988636363636364 0.85 0.9863636363636363 0.85 0.9545454545454546 0.8556818181818182 0.9409090909090909 0.8579545454545454 0.9181818181818182 0.8625 0.9011363636363636 0.8625 0.8897727272727273 0.8715909090909091 0.8784090909090909 0.875 0.8590909090909091 0.8806818181818182 0.8545454545454545
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBarat_20260315_074418_jpg.rf.7b0c504ffa08fbca233eb14afe66c6f4.txt,22,format_bukan_5_kolom,3 0.39090909090909093 0.038636363636363635 0.39431818181818185 0.03977272727272727 0.38977272727272727 0.04659090909090909 0.39090909090909093 0.06363636363636363 0.38181818181818183 0.07727272727272727 0.37727272727272726 0.10227272727272728 0.36704545454545456 0.10227272727272728 0.3659090909090909 0.07954545454545454 0.3625 0.075 0.3613636363636364 0.06477272727272727 0.3625 0.053409090909090906 0.36704545454545456 0.053409090909090906 0.36477272727272725 0.05454545454545454 0.36477272727272725 0.05909090909090909 0.36704545454545456 0.060227272727272727 0.37272727272727274 0.053409090909090906 0.3784090909090909 0.05113636363636364 0.3840909090909091 0.04090909090909091 0.38977272727272727 0.03977272727272727
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBarat_20260315_074418_jpg.rf.7b0c504ffa08fbca233eb14afe66c6f4.txt,23,format_bukan_5_kolom,3 0.615909090909091 0.2034090909090909 0.6193181818181818 0.2056818181818182 0.6170454545454546 0.2590909090909091 0.6193181818181818 0.26136363636363635 0.6215909090909091 0.2818181818181818 0.6193181818181818 0.2840909090909091 0.6193181818181818 0.2943181818181818 0.6170454545454546 0.29545454545454547 0.6147727272727272 0.31477272727272726 0.6113636363636363 0.31931818181818183 0.6090909090909091 0.32045454545454544 0.6034090909090909 0.31363636363636366 0.6022727272727273 0.3034090909090909 0.5988636363636364 0.29772727272727273 0.5988636363636364 0.24545454545454545 0.6045454545454545 0.22954545454545455 0.6056818181818182 0.21136363636363636 0.6147727272727272 0.20454545454545456
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBarat_20260315_074418_jpg.rf.7b0c504ffa08fbca233eb14afe66c6f4.txt,24,format_bukan_5_kolom,3 0.6659090909090909 0.5590909090909091 0.6693181818181818 0.5613636363636364 0.6988636363636364 0.5590909090909091 0.7022727272727273 0.5693181818181818 0.7090909090909091 0.5738636363636364 0.7113636363636363 0.5784090909090909 0.7090909090909091 0.5818181818181818 0.7068181818181818 0.5795454545454546 0.7 0.5795454545454546 0.6977272727272728 0.5840909090909091 0.7022727272727273 0.6056818181818182 0.7045454545454546 0.6602272727272728 0.7034090909090909 0.6772727272727272 0.6977272727272728 0.6761363636363636 0.6943181818181818 0.678409090909091 0.6943181818181818 0.7022727272727273 0.6977272727272728 0.7056818181818182 0.6977272727272728 0.7090909090909091 0.6920454545454545 0.7159090909090909 0.6897727272727273 0.7227272727272728 0.6886363636363636 0.7386363636363636 0.6920454545454545 0.7420454545454546 0.6897727272727273 0.7522727272727273 0.6852272727272727 0.7545454545454545 0.678409090909091 0.7545454545454545 0.6761363636363636 0.7522727272727273 0.6727272727272727 0.7397727272727272 0.6704545454545454 0.7159090909090909 0.6625 0.7022727272727273 0.6579545454545455 0.6886363636363636 0.6556818181818181 0.6397727272727273 0.6602272727272728 0.6272727272727273 0.6602272727272728 0.6147727272727272 0.6556818181818181 0.6068181818181818 0.6522727272727272 0.6090909090909091 0.6522727272727272 0.6136363636363636 0.65 0.6136363636363636 0.6477272727272727 0.6056818181818182 0.6534090909090909 0.5886363636363636 0.6511363636363636 0.5840909090909091 0.6443181818181818 0.5829545454545455 0.6443181818181818 0.5761363636363637 0.6488636363636363 0.5681818181818182 0.6545454545454545 0.5670454545454545 0.6602272727272728 0.5613636363636364 0.6647727272727273 0.5602272727272727
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBarat_20260315_074418_jpg.rf.7b0c504ffa08fbca233eb14afe66c6f4.txt,25,format_bukan_5_kolom,3 0.6465909090909091 0.4022727272727273 0.6465909090909091 0.4113636363636364 0.6420454545454546 0.42045454545454547 0.6397727272727273 0.43522727272727274 0.6545454545454545 0.43522727272727274 0.6568181818181819 0.4375 0.6568181818181819 0.4511363636363636 0.6590909090909091 0.45340909090909093 0.6602272727272728 0.4647727272727273 0.6534090909090909 0.475 0.6488636363636363 0.4875 0.6522727272727272 0.5352272727272728 0.6511363636363636 0.5386363636363637 0.6420454545454546 0.5454545454545454 0.6375 0.571590909090909 0.6352272727272728 0.571590909090909 0.634090909090909 0.5659090909090909 0.6284090909090909 0.5636363636363636 0.6227272727272727 0.55 0.6215909090909091 0.4909090909090909 0.625 0.4715909090909091 0.6204545454545455 0.45681818181818185 0.6193181818181818 0.43977272727272726 0.6227272727272727 0.42727272727272725 0.6329545454545454 0.42159090909090907 0.6375 0.4056818181818182 0.6454545454545455 0.4022727272727273
